,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,variety_color
106251,Australia,"Redolent with melon and pineapple, this medium-bodied unoaked Chardonnay is simple, fruity and clean, with a tart, citrusy finish. Drink now.",Unwooded,85,18.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Chapel Hill 2008 Unwooded Chardonnay (South Australia),Chardonnay,Chapel Hill,#440154
106336,Australia,"One of Yarra's first wave of modern-day wineries, Warramate was founded in 1970, which means this comes from Pinot Noir vines that can legitimately be called old. The style is resolutely traditional, with crisp acids and a wiry backbone the standout features. Cedary oak further frames tart cherry fruit, which finishes long and crisp. Drink from 2018 through until 2025.",,91,35.43766346992153,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Warramate 2012 Pinot Noir (Yarra Valley),Pinot Noir,Warramate,#414286
106426,Australia,"Straightforward Australian Shiraz, combining mulberry fruit with vanilla oak. It lacks richness and expansiveness on the palate. A solid effort, but a bit of a disappointment given the history of the label and the suggested pricing.",Classic Clare,86,45.0,South Australia,Clare Valley,,Joe Czerwinski,@JoeCz,Leasingham 2005 Classic Clare Shiraz (Clare Valley),Shiraz,Leasingham,#471669
106494,Australia,"Lean and crisp in style, this is citrusy through and through. Although a bit one-dimensional, it's clean and refreshing, with a pleasantly affordable price tag.",,85,11.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Peter Lehmann 2009 Chardonnay (Barossa),Chardonnay,Peter Lehmann,#440154
106599,Australia,"Smells and tastes slightly sour, with simple flavors of pineapple and citrus that finish with a tart edge.",Unoaked,83,11.0,Western Australia,Western Australia,,Joe Czerwinski,@JoeCz,Bush Bike 2005 Unoaked Chardonnay (Western Australia),Chardonnay,Bush Bike,#440154
106604,Australia,"Despite plenty of weight in the mouth, this wine's simple apple and lime flavors are surprisingly crisp, turning nearly sour-lemony on the finish. Imported by Walca International.",,83,12.0,South Australia,Adelaide Plains,,Joe Czerwinski,@JoeCz,Red Earth 2007 Chardonnay (Adelaide Plains),Chardonnay,Red Earth,#440154
106724,Australia,"This is less opulent and full bodied than most Australian Viogniers, but it still delivers an attractive blend of white peaches, citrus and baking spices. It's crisp and bright enough on the finish to handle a wide range of seafood dishes. Drink now.",Generation Series Mrs.,90,29.0,South Australia,Adelaide,,Joe Czerwinski,@JoeCz,Mr. Riggs 2013 Generation Series Mrs. Viognier (Adelaide),Viognier,Mr. Riggs,#45347F
106725,Australia,"This crisp, medium-bodied wine showcases Cabernet's hallmark cassis fruit. Sure, there are hints of cranberry, raspberry and cherry, but black currant defines this wine, running from start to finish. Dusty tannins swirl gently on the palate, combining with tart acidity to offer just the right amount of structure. Drink now–2025.",,90,40.0,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Vasse Felix 2012 Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,Vasse Felix,#471163
106918,Australia,"From young vines, this is a somewhat austere, ungenerous rendering of Pinot Noir. The tannins are a bit drying, offsetting the attractive flavors of cola, plum and fresh minty herbs.",Massale,87,38.0,Victoria,Mornington Peninsula,,Joe Czerwinski,@JoeCz,Kooyong 2015 Massale Pinot Noir (Mornington Peninsula),Pinot Noir,Kooyong,#414286
106968,Australia,"In so-called Penfolds years, when the stars align for the company, smart money is on the Bin series of wines like this Bin 407 Cabernet. It comes close to the luxury Bin 707 Cabernet in terms of quality, but at a much lower price, boasting ample body and velvety tannins. Hints of cedar, mint and mocha accent concentrated cassis and plum flavors. Drink now–2018.",Bin 407,92,33.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Penfolds 2008 Bin 407 Cabernet Sauvignon (South Australia),Cabernet Sauvignon,Penfolds,#471163
106971,Australia,"Clarendon Hills is best known for its Syrah and Grenache, but it is no slouch when it comes to McLaren Vale Cabernet. The 2008 Hickinbotham is full bodied and velvety in texture, with ample notes of cocoa and crisp cassis. Hints of mint and other herbal shadings give it varietal character and welcome complexity. Drink it over the next 10–12 years.",Hickinbotham,92,50.0,South Australia,Clarendon,,Joe Czerwinski,@JoeCz,Clarendon Hills 2008 Hickinbotham Cabernet Sauvignon (Clarendon),Cabernet Sauvignon,Clarendon Hills,#471163
106985,Australia,"Lush and creamy on the palate, this complex wine boasts flavors of slightly mossy, decaying cedar, molasses, damp earth and leather, all wrapped around a bright core of red berry. Supple and lasting on the finish. Drink now–2020.",Eastside,91,28.0,South Australia,Clare Valley,,Joe Czerwinski,@JoeCz,Pikes 2007 Eastside Shiraz (Clare Valley),Shiraz,Pikes,#471669
107228,Australia,"Like so many unwooded Chardonnays, this is a medium-bodied, pleasantly fruit-forward wine that's clean, simple and direct. Tangerine scents lead into flavors of mixed citrus and a crisp finish. Drink now.",Unwooded,86,17.0,Western Australia,Western Australia,,Joe Czerwinski,@JoeCz,West Cape Howe 2011 Unwooded Chardonnay (Western Australia),Chardonnay,West Cape Howe,#440154
107338,Australia,"This isn't the biggest, baddest Cabernet. Instead, it's more of a charmer—lithe and crisp. Cherries and dried herbs on the nose add hints of earth and pepper on the palate, then finish with a gentle wash of dusty tannins. Drink now–2018.",The Y Series,88,12.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Yalumba 2013 The Y Series Cabernet Sauvignon (South Australia),Cabernet Sauvignon,Yalumba,#471163
107392,Australia,"This reflects the Yarra region's Pinot Noir character well, combining earthy, cola- and beet-scented notes with well-ripened tannins and medium body. There's a fair bit of textural richness for such a modestly priced Pinot. Drink now.",,88,20.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Innocent Bystander 2013 Pinot Noir (Yarra Valley),Pinot Noir,Innocent Bystander,#414286
107457,Australia,"Nearing maturity, this is a full-bodied, rich Chardonnay despite weighing in at only 12.5% abv. Scents of custard-meringue pie become more pungent and savory with air, adding hints of roasted mushrooms, smoke and maybe even some bacon fat. The flavors are savory yet the fruit remains, culminating in a long, ripe-citrus finish.",The Pennant Hand Selected Limited Release,94,50.0,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Robert Oatley 2011 The Pennant Hand Selected Limited Release Chardonnay (Margaret River),Chardonnay,Robert Oatley,#440154
107532,Australia,"This wine combines notes of melon and candied apple with hints of pepper and ginger. Despite its modest alcohol level, it seems weighty, and even a bit sweet, then finishes on a mouthwatering, spicy note.",Emily May Pinot Noir,86,25.0,South Australia,,,Joe Czerwinski,@JoeCz,Koonara 2016 Emily May Pinot Noir Rosé,Rosé,Koonara,#450558
107570,Australia,"Petit Verdot is a character actor who's never really grabbed the spotlight for itself, but makes an interesting appearance now and again. This McLaren Vale example is oaky but backed by ample plum and cassis fruit and framed by tannins that seem soft for the variety. Cedar and spice come through on the finish. Drink now.",The Phantom,88,20.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Gemtree 2008 The Phantom Petit Verdot (McLaren Vale),Petit Verdot,Gemtree,#F3E51E
107571,Australia,"Wakefield is a reliable producer of Clare Valley wines, and the Chard is no exception. Toasted nuts mingle easily alongside grilled pineapple and peach notes, and the almost plush texture of this wine gives it another dimension. Contains 4% Viognier. Drink now.",,88,17.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Wakefield 2008 Chardonnay (South Australia),Chardonnay,Wakefield,#440154
107576,Australia,"This is a bit chunkier and less suave than De Bortoli's more expensive estate bottled Shiraz-Viognier, but it's still a very nice wine. Peppery spice marks the nose, while the flavors feature a nice blend of plum with savory notes of coffee and black olives. Drink now–2015.",Gulf Station,88,20.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,De Bortoli 2008 Gulf Station Shiraz-Viognier (Yarra Valley),Shiraz-Viognier,De Bortoli,#462F7C
107584,Australia,"This medium- to full-bodied Shiraz features a welcoming mix of mulberries and vanilla, overtaken by cedary flavors on the finish, where the fruit turns crisp. A slab of charred steak would match the woody notes nicely. Drink now–2013.",Shotfire,88,24.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Thorn Clarke 2008 Shotfire Shiraz (Barossa),Shiraz,Thorn Clarke,#471669
107662,Australia,"At less than 14% abv, this reflects a growing sensibility within Barossa. It's a medium- to full-bodied wine with supple tannins and a refreshing, moreish finish. Cinnamon and mocha notes hang from plummy fruit. Drink now–2020.",,90,17.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Piping Shrike 2014 Shiraz (Barossa),Shiraz,Piping Shrike,#471669
107718,Australia,"A good wine at a good price, the 2006 Jim-Jim Shiraz offers bouncy raspberry fruit, hints of cracked pepper and vanilla and a medium-bodied, reasonably lush mouthfeel. Multiple U.S. importers.",Jim Jim,86,12.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Hugh Hamilton 2005 Jim Jim Shiraz (McLaren Vale),Shiraz,Hugh Hamilton,#471669
107783,Australia,"A bit unyielding on the nose, then the palate shows rather tight and citrusy flavors. Yet there's ample weight on the palate and a long, fresh finish tinged with hard peaches and pineapple. This seemingly contradictory wine just needs some time to develop; try after 2009.",No. 11,90,30.0,New South Wales,Orange,,Joe Czerwinski,@JoeCz,Philip Shaw 2006 No. 11 Chardonnay (Orange),Chardonnay,Philip Shaw,#440154
107798,Australia,"Wines like this are why Yarra Valley has achieved a certain reputation for Chardonnay. It starts off with wonderfully complex aromas of spring flowers, honey, ripe peaches and citrus fruits, then crams honeyed hints of truffle and oranges into a full-bodied but dry expression of the grape.Finishes elegantly, with a dusting of dried spices.",,90,35.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Yeringberg 2005 Chardonnay (Yarra Valley),Chardonnay,Yeringberg,#440154
107844,Australia,"This release is always among my favorite Aussie Rieslings. Not only is the quality consistent, the price for a nearing-maturity wine makes it a winning value. It is smoky and toasty on the nose, showing off those developed aromas to good effect against a background of bergamot-tinged fruit. The round patina of age is balanced by great acid drive and a long, mouthwatering finish. Drink now–2020.",The Contours Museum Reserve,93,32.0,South Australia,Eden Valley,,Joe Czerwinski,@JoeCz,Pewsey Vale 2010 The Contours Museum Reserve Riesling (Eden Valley),Riesling,Pewsey Vale,#443982
107846,Australia,"This wine starts off with an appetizing, savory, grilled-meat element on the nose, then showcases flavors of dark chocolate, mocha and plum. It's hefty on the palate, with a velvety texture and long, rich finish. Drink now–2027.",Cuthbert Amery Vineyard,93,60.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Kay Brothers 2012 Cuthbert Amery Vineyard Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,Kay Brothers,#471163
107849,Australia,"From a single vineyard planted in 1908, this Semillon is just entering its window of drinkability, where it should remain for at least another 10 years. Scents of fresh lime juice and grilled toast lead the way, backed by flavors of limes and mandarin oranges. It's medium in body, plump yet tightly focused, with a lengthy finish full of toast and citrus zest.",HVD,93,47.0,New South Wales,Hunter Valley,,Joe Czerwinski,@JoeCz,Tyrrell's 2010 HVD Semillon (Hunter Valley),Sémillon,Tyrrell's,#2C728E
107982,Australia,"Wakefield was founded as a Cabernet producer, so it's no surprise that the 2009 is a very good drop. The cassis fruit carries a slightly herbal tinge, with hints of coffee and vanilla helping to frame the fruit. It's lush and velvety in texture, making it drinkable now and over the next several years.",,88,17.0,South Australia,Clare Valley,,Joe Czerwinski,@JoeCz,Wakefield 2009 Cabernet Sauvignon (Clare Valley),Cabernet Sauvignon,Wakefield,#471163
107999,Australia,"Mitolo's top Shiraz offering from 2007 is its Savitar bottling, from McLaren Vale. This full-bodied, creamy, lush, expansive wine features aromas of toast and vanilla upfront, followed by mixed berries that seem to grow in intensity with every sip. Drink now-2020.",Savitar,93,75.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Mitolo 2007 Savitar Shiraz (McLaren Vale),Shiraz,Mitolo,#471669
108260,Australia,"This light- to medium-bodied Shiraz is crisp and tart, yet also shows some dried-fruit character on the finish.",Masterpeace,83,10.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Andrew Peace 2009 Masterpeace Shiraz (South Eastern Australia),Shiraz,Andrew Peace,#471669
108287,Australia,"This starts off slightly rubbery, but comes around quickly enough to display ample white grapefruit and pith notes. It's a bit tight and austere from start to finish; probably at its best with seafood.",,84,13.0,New South Wales,Hunter Valley,,Joe Czerwinski,@JoeCz,Hope Estate 2009 Verdelho (Hunter Valley),Verdelho,Hope Estate,#277D8E
108292,Australia,"This is a nutty, almondy rendition of Roussanne, almost to the extent of veiling the remaining pineapple-tinged fruit. It's broad in the mouth and soft in texture, with a trace of warmth on the finish.",,84,29.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Yangarra Estate Vineyard 2009 Roussanne (McLaren Vale),Roussanne,Yangarra Estate Vineyard,#40BD72
